LocNameHeb,LocalityCode,EstbYr,DistrictCode,DistrictHeb,SubDistrictCode,SubDistrictHeb,NatRegCode,NatRegHeb,MetrCode,MetrHeb,TypeLocCode,TypeLocHeb,MuniCode,MuniHeb,pop_hun,religion,ReligionHeb,religion_pcnt,age0_17_pcnt,age18_64_pcnt,age65_pcnt,m_age0_17_pcnt,m_age18_64_pcnt,m_age65_pcnt,w_age0_17_pcnt,w_age18_64_pcnt,w_age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married_pcnt,notmarried_pcnt,m_married_pcnt,m_notmarried_pcnt,w_married_pcnt,w_notmarried_pcnt,j_isr_pcnt,j_abr_pcnt,aliya1960_pcnt,aliya61_89_pcnt,aliya90_01_pcnt,aliya2002_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,population
רוחמה,362,1944,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,37,מועצה אזורית שער הנגב,5,1,יהודים,93.8,17,64.1,18.9,16.9,67.7,15.4,17.2,60.6,22.2,601.7,32,29,35,42.1,57.9,43.9,56.1,40.5,59.5,74.8,25.2,62.5,25,11,1.6,43.5,5.6,6.2,36.5,8.2,500
רועי,3619,1976,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,75,מועצה אזורית ערבות הירדן,1.5,1,יהודים,100,27.2,72.2,0.7,21.4,78.6,,33.1,65.5,1.4,453.8,32,35,30,63,37,58.3,41.7,68.5,31.5,86.7,13.3,55,45,,,52.9,12.4,6.6,26.2,2,500
רחוב,854,1951,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,310,מושב,7,מועצה אזורית עמק המעיינות,3.3,1,יהודים,100,33.4,56.8,9.9,36.7,55.8,7.5,30.2,57.6,12.2,907,29,26,30,55.9,44.1,56,44,55.9,44.1,77.9,22.1,79.2,6.7,6.4,7.8,34.5,33.3,28.3,1.1,2.8,500
ריחן,3568,1977,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,320,מושב שיתופי,72,מועצה אזורית שומרון,1.6,1,יהודים,96,40.8,58.6,0.5,43.3,55.7,1,37.9,62.1,,745.4,31,28,31,63,37,60.2,39.8,66.1,33.9,88.5,11.5,14.9,49.8,16.7,18.6,53.2,10.8,14.6,18.5,2.9,500
רמות,4702,1970,2,מחוז הצפון,29,נפת גולן,293,גולן תיכוני,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,4.3,1,יהודים,99.7,26.4,70.1,3.5,26.4,69.5,4.1,26.5,70.7,2.8,453.8,32,32,32,59.2,40.8,57.3,42.7,61.3,38.7,93.9,6.1,61.5,26.4,12.2,,56.5,6.5,9.9,25.6,1.5,500
רמת דוד,135,1926,2,מחוז הצפון,23,נפת יזרעאל,234,עמק יזרעאל,,ללא שיוך למטרופולין,330,קיבוץ,9,מועצה אזורית עמק יזרעאל,4.3,1,יהודים,98.1,31.3,53.8,14.9,33,54.1,12.9,29.8,53.6,16.6,931.9,33,31,33,57,43,57.5,42.5,56.6,43.4,81.8,18.2,53.8,34.9,9,2.3,49.2,4.3,9.9,29.1,7.5,500
רמת צבי,339,1942,2,מחוז הצפון,23,נפת יזרעאל,233,רמת כוכב,,ללא שיוך למטרופולין,310,מושב,8,מועצה אזורית הגלבוע,4.6,1,יהודים,99.5,28.1,65,6.9,26.9,65.8,7.3,29.3,64.2,6.5,595.1,32,33,32,57.6,42.4,58.4,41.6,56.9,43.1,88.6,11.4,64.8,22.6,12.6,,53.3,4.8,7.5,30.9,3.5,500
רמת רחל,127,1926,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,4.2,1,יהודים,98.8,24.6,67.6,7.9,24.3,69.6,6.1,24.8,65.7,9.5,528.9,31,31,31,47.1,52.9,50.4,49.6,44.1,55.9,77.9,22.1,17.5,58.9,20.3,3.3,45.4,4.7,19.3,22.5,8.1,500
רנן,789,1950,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,324,"מטרופולין באר שבע, טבעת פנימית, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,4.6,1,יהודים,99.6,32.9,56.2,10.9,35.1,54.3,10.6,30.6,58.2,11.2,900.3,31,31,31,67.3,32.7,69.7,30.3,65.2,34.8,79.8,20.2,91.3,1.5,7.2,,46.1,3,47.7,2.9,0.3,500
רעים,713,1949,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,38,מועצה אזורית אשכול,3.7,1,יהודים,93.4,30,60.3,9.7,30.9,60.2,8.9,29.1,60.3,10.6,754.4,32,31,33,61.9,38.1,60.5,39.5,63.4,36.6,83.5,16.5,44.7,26.4,28.9,,52.1,4.8,13.2,24.1,5.8,500
רתמים,1260,1983,6,מחוז הדרום,62,נפת באר שבע,626,הר הנגב הצפוני,333,"מטרופולין באר שבע, טבעת תיכונה, גזרה דרומית",330,קיבוץ,48,מועצה אזורית רמת נגב,0.7,1,יהודים,38.2,35.5,60.9,3.6,34.2,60,5.8,36.8,61.9,1.3,652.2,27,29,26,74.2,25.8,67.6,32.4,81.9,18.1,77.6,22.4,7,,62,31,40.5,8.6,18.5,26.6,5.8,500
שאר ישוב,324,1940,2,מחוז הצפון,21,נפת צפת,211,עמק חולה,,ללא שיוך למטרופולין,310,מושב,55,מועצה אזורית מבואות החרמון,4.8,1,יהודים,96.8,21.2,73.4,5.4,19.4,74,6.6,22.9,72.7,4.3,390.2,28,27,28,46.9,53.1,45.7,54.3,48.2,51.8,82.8,17.2,56.4,33.3,2.7,7.7,42,6.7,18,26.1,7.2,500
שדה אילן,721,1949,2,מחוז הצפון,22,נפת כנרת,222,גליל תחתון מזרחי,,ללא שיוך למטרופולין,310,מושב,3,מועצה אזורית הגליל התחתון,3.6,1,יהודים,100,32,56.9,11.2,29.4,58.5,12.1,34.3,55.3,10.4,833.1,30,31,29,70,30,69.4,30.6,70.6,29.4,84.3,15.7,74.8,23.5,,1.7,49.3,5.8,6.5,35.6,2.8,500
שדה בוקר,885,1952,6,מחוז הדרום,62,נפת באר שבע,626,הר הנגב הצפוני,343,"מטרופולין באר שבע, טבעת חיצונית, גזרה דרומית",330,קיבוץ,48,מועצה אזורית רמת נגב,3.7,1,יהודים,96,28.6,65.6,5.8,27.5,66.7,5.8,29.6,64.5,5.9,616.5,32,30,33,54.8,45.2,55,45,54.6,45.4,78.7,21.3,9.1,47.8,40,3.1,41.6,4.7,12.5,23.4,17.9,500
שדה דוד,36,1955,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,50,מועצה אזורית לכיש,3.7,1,יהודים,99.5,28.4,59.5,12.1,27.5,60.6,12,29.4,58.3,12.4,758.7,31,33,29,60,40,56,44,64.7,35.3,73.6,26.4,78.6,19.4,2,,35.1,2.3,61.2,1,0.3,500
שדה יואב,293,1956,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,330,קיבוץ,35,מועצה אזורית יואב,2.6,1,יהודים,95.9,30,68,2,32.1,66.2,1.7,27.9,69.7,2.4,506.1,32,32,33,60.6,39.4,63.2,36.8,58.2,41.8,77.6,22.4,7.6,48.9,34.5,9,41.2,4.3,3.8,30.7,20,500
שדה נחום,259,1937,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,3.6,1,יהודים,96.6,40.9,46.3,12.9,40.1,48.2,11.7,41.5,44.8,13.8,1281.3,32,37,28,54.1,45.9,60.3,39.7,48.9,51.1,82.1,17.9,50.5,30.1,12.4,7,48.2,7,11.6,24.4,8.8,500
שדה ניצן,1058,1973,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,3.2,1,יהודים,98.6,30.7,61.7,7.7,33.5,58.4,8.1,27.5,65.3,7.1,735.6,32,32,33,64.2,35.8,65,35,63.4,36.6,76.1,23.9,15.6,77,5,2.5,39.8,6,17.7,20.4,16.1,500
שדה צבי,2049,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,3.1,1,יהודים,99.6,32.6,62.7,4.7,34.8,60.5,4.6,30,65.3,4.7,689.8,28,26,29,59.3,40.7,56,44,62.9,37.1,84.1,15.9,59.2,34.6,6.2,,39.9,5.1,42,9.7,3.3,500
שדות מיכה,27,1955,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,3.4,1,יהודים,100,33.3,58.3,8.4,33.7,58.9,7.4,32.9,57.7,9.4,857.1,26,26,25,55,45,55.4,44.6,54.6,45.4,79.5,20.5,76.8,19.1,4.1,,39.5,4.9,51.1,2,2.4,500
שדי אברהם,1223,1981,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,2.5,1,יהודים,100,40,59.5,0.4,38.2,60.9,0.9,41.8,58.2,,738.4,26,27,26,62.1,37.9,61.3,38.7,62.9,37.1,79.7,20.3,2.1,68.8,25.4,3.7,42.5,4.3,12.6,13.3,27.3,500
שדי תרומות,2057,1951,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,310,מושב,7,מועצה אזורית עמק המעיינות,4.3,1,יהודים,98.7,31.5,58.1,10.3,31.1,60,8.9,32,56.2,11.8,768.9,32,31,32,59.4,40.6,58.7,41.3,60.2,39.8,82.9,17.1,89.5,6.7,1.2,2.6,38.2,51.7,8.8,1.3,,500
שדמות דבורה,306,1939,2,מחוז הצפון,22,נפת כנרת,222,גליל תחתון מזרחי,,ללא שיוך למטרופולין,310,מושב,3,מועצה אזורית הגליל התחתון,4.7,1,יהודים,99.4,29,65,6.1,30.7,64,5.3,27.2,66,6.8,577.2,33,31,34,62.3,37.7,61.1,38.9,63.4,36.6,90.3,9.7,79.1,18.6,2.3,,54.2,5.8,5.3,31.8,2.8,500
שדמות מחולה,3578,1979,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,320,מושב שיתופי,75,מועצה אזורית ערבות הירדן,4.6,1,יהודים,99.8,47.9,51.2,0.9,47.3,52.3,0.4,48.6,50,1.4,1091,19,19,18,70.6,29.4,68.5,31.5,72.8,27.2,93,7,12.7,75.3,12,,65.6,4.1,8,13.9,8.4,500
שובה,761,1950,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,39,מועצה אזורית שדות נגב,3.9,1,יהודים,100,37.2,56.4,6.5,36.8,58.6,4.5,37.5,53.9,8.6,984.1,24,24,24,49.2,50.8,46.5,53.5,52.3,47.7,85.5,14.5,86.1,9.5,4.4,,48.8,1.2,48.5,1.5,,500
שומרה,614,1949,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,3.3,1,יהודים,98.2,29.9,59.6,10.5,29,62.5,8.4,30.7,56.7,12.6,829.8,31,30,32,55.2,44.8,54,46,56.3,43.7,81.8,18.2,76.4,22.3,1.2,,44.7,5.4,47.6,2.3,,500
שוקדה,415,1957,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,39,מועצה אזורית שדות נגב,2.6,1,יהודים,100,34.6,52.5,12.9,32.7,59.3,8,36.3,46.4,17.4,972.7,26,26,26,59.9,40.1,62.7,37.3,57.3,42.7,72.8,27.2,36.4,42,2.6,19,35.7,3.1,52.4,2.6,6.2,500
שורשים,1235,1985,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",320,מושב שיתופי,56,מועצה אזורית משגב,2.7,1,יהודים,99.2,31.6,67.6,0.8,34.2,65,0.8,29.1,70.2,0.8,587.9,30,26,30,59.4,40.6,60.5,39.5,58.4,41.6,69.6,30.4,5.2,62.2,31.3,1.3,35.7,4.1,4.6,22.6,32.9,500
שושנת העמקים,224,1951,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",350,יישוב כפרי אחר יהודי,16,מועצה אזורית עמק חפר,4.4,1,יהודים,99,13.7,78.9,7.5,14.7,77.4,7.9,12.4,80.5,7,302.9,31,30,32,45,55,41.4,58.6,49,51,82.6,17.4,59.4,24,15.7,1,41.4,19.1,26.8,9.7,3.1,500
שזור,527,1953,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",310,מושב,2,מועצה אזורית מרום הגליל,2.9,1,יהודים,96.8,23.2,63.8,13,24.1,66.6,9.4,22.4,60.9,16.7,676.9,34,33,34,54.5,45.5,54.9,45.1,54.1,45.9,78,22,76,22.3,1.7,,38.1,47.2,12,2.7,,500
שחרות,1266,1985,6,מחוז הדרום,62,נפת באר שבע,627,הר הנגב הדרומי,,ללא שיוך למטרופולין,370,יישוב קהילתי,53,מועצה אזורית חבל אילות,1.1,1,יהודים,92.5,39.3,60.7,,41.1,58.9,,37.3,62.7,,698.4,25,26.5,23,39.1,60.9,40,60,38.2,61.8,86.9,13.1,,53.8,30.8,15.4,55.6,3,8.1,30.3,3,500
שיבולים,865,1952,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,39,מועצה אזורית שדות נגב,2.8,1,יהודים,100,28.6,53.5,17.9,27.4,53.2,19.4,29.9,53.8,16.3,941.6,34,38,32,64.6,35.4,65.5,34.5,63.6,36.4,74.1,25.9,80.8,7.1,12.1,,34.5,47,11.9,6.3,0.3,500
שילת,1165,1977,4,מחוז המרכז,43,נפת רמלה,431,אזור מודיעין,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,3.7,1,יהודים,99.7,27.4,65.1,7.5,22.5,68.3,9.1,32.2,61.9,5.9,595.9,32,33,32,56.4,43.6,52.7,47.3,60.6,39.4,88.1,11.9,52,27.3,18.5,2.3,51.6,4.4,5.5,34.8,3.9,500
שלווה,873,1952,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,34,מועצה אזורית שפיר,4.5,1,יהודים,100,30.5,57.5,12,34.4,55.8,9.8,26.2,59.5,14.3,827.4,31,29,32,53.5,46.5,53.7,46.3,53.3,46.7,81.8,18.2,90.2,4.6,4.1,1,45.9,2.4,50.6,1.2,,500
שלוחות,439,1948,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,330,קיבוץ,7,מועצה אזורית עמק המעיינות,4.4,1,יהודים,100,29.5,54.9,15.5,27.8,57.5,14.7,31.2,52.5,16.3,996.3,27,28,27,55.6,44.4,57,43,54.3,45.7,76,24,50.1,40.5,9.4,,45.1,5.2,9.7,23.7,16.4,500
שמעה,3784,1985,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,78,מועצה אזורית הר חברון,3,1,יהודים,96.7,41.2,58.1,0.8,46,52.9,1.1,36.8,62.7,0.5,846.2,23,20,24,64.2,35.8,68,32,61.2,38.8,84.8,15.2,3.5,42.8,29.7,24,49,8.4,15.2,18.8,8.6,500
שמרת,432,1948,2,מחוז הצפון,24,נפת עכו,246,אזור עכו,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",330,קיבוץ,4,מועצה אזורית מטה אשר,4.1,1,יהודים,98.2,18.3,56.4,25.3,18.8,62.6,18.6,18,50.7,31.4,824,45,39,49,44.4,55.6,46.7,53.3,42.3,57.7,63.3,36.7,60.7,33.1,4.9,1.4,30.2,4.5,3.6,43.4,18.3,500
שני,1287,1989,6,מחוז הדרום,62,נפת באר שבע,623,אזור באר שבע,332,"מטרופולין באר שבע, טבעת תיכונה, גזרה מזרחית",370,יישוב קהילתי,,חסר מעמד,4,1,יהודים,92.9,30.5,65.7,3.8,30.3,66.6,3.1,30.7,64.7,4.6,623.5,32,31,34,61.6,38.4,57.6,42.4,66.4,33.6,65.9,34.1,6,35.1,55.5,3.4,29.9,8.6,15.3,44.2,2,500
שניר,1132,1967,2,מחוז הצפון,21,נפת צפת,211,עמק חולה,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,5,1,יהודים,97.9,28.7,70.9,0.4,33.2,66.1,0.7,23.2,76.8,,479.6,29,28,30,55.4,44.6,52.4,47.6,58.8,41.2,90.1,9.9,23.5,52.2,24.3,,53.4,5.9,11.4,20.5,8.7,500
שעל,4009,1976,2,מחוז הצפון,29,נפת גולן,292,גולן צפוני,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,1.9,1,יהודים,100,22.2,77.8,,21.5,78.5,,22.9,77.1,,368,29,35,28,56.2,43.8,55.9,44.1,56.4,43.6,88,12,13,57.2,27.2,2.7,54.5,10.7,16.8,14.3,3.8,500
שפר,846,1950,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,310,מושב,2,מועצה אזורית מרום הגליל,2.3,1,יהודים,99.4,25.7,63.8,10.5,22.3,69.1,8.6,29,58.7,12.3,659.2,32,39,29,49.2,50.8,49.1,50.9,49.4,50.6,80.5,19.5,94,6,,,38.3,1.6,56.1,3.4,0.6,500
שרונה,292,1938,2,מחוז הצפון,22,נפת כנרת,222,גליל תחתון מזרחי,,ללא שיוך למטרופולין,310,מושב,3,מועצה אזורית הגליל התחתון,4.9,1,יהודים,99.6,32.1,61.2,6.7,32.7,61.3,6,31.5,61.1,7.4,731.4,31,31,33,59.4,40.6,58.8,41.2,60.1,39.9,90.5,9.5,59.8,29.3,7.4,3.5,57.5,3.3,7.1,29.4,2.7,500
שרשרת,398,1951,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,39,מועצה אזורית שדות נגב,2.6,1,יהודים,99.6,29.4,50.4,20.2,28.3,53.8,17.9,30.5,46.9,22.6,1059.2,37,39,35,64.7,35.3,63.2,36.8,66.3,33.7,72.2,27.8,83.5,10.4,4.6,1.4,33.2,4.4,59.7,2.7,,500
שתולה,1045,1969,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,2.4,1,יהודים,99.3,26.3,66.9,6.8,30.4,63.3,6.4,21.6,71,7.3,598.4,29,27,32,54.3,45.7,53.4,46.6,55.2,44.8,84.7,15.3,95,5,,,43.8,39.8,13.8,1.9,0.7,500
תאשור,2062,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,324,"מטרופולין באר שבע, טבעת פנימית, גזרה מערבית",310,מושב,41,מועצה אזורית בני שמעון,3.7,1,יהודים,98.1,36.1,56.2,7.6,38.1,55,6.9,34.3,57.4,8.3,933.4,28,28,28,53,47,54.8,45.2,51.2,48.8,86.2,13.8,56.2,34.9,6.8,2.1,47.4,5.9,32.2,12,2.5,500
תדהר,2061,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,324,"מטרופולין באר שבע, טבעת פנימית, גזרה מערבית",310,מושב,41,מועצה אזורית בני שמעון,2.7,1,יהודים,98.5,35.4,52.6,12,36.3,53.6,10.1,34.7,51.7,13.7,1039.6,29,29,29,58.7,41.3,62,38,55.8,44.2,81.1,18.9,78.2,19.5,2.3,,40.4,4.7,51.1,3.4,0.4,500
תובל,1172,1980,2,מחוז הצפון,24,נפת עכו,243,אזור יחיעם,,ללא שיוך למטרופולין,330,קיבוץ,56,מועצה אזורית משגב,2.3,1,יהודים,93.9,40,57.8,2.1,41,56.5,2.5,39,59.2,1.8,805.4,32,29,34,59.5,40.5,59.2,40.8,59.8,40.2,75.6,24.4,,51.1,41.7,7.2,38.7,2.7,6.6,27.5,24.5,500
תומר,3558,1978,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,75,מועצה אזורית ערבות הירדן,2.3,1,יהודים,98.5,25,75,,25.6,74.4,,24.3,75.7,,447.6,27,27,28,50,50,49.2,50.8,50.9,49.1,92.6,7.4,35.9,60.4,1.9,1.9,57.2,8.1,19.7,12.7,2.3,500
תירוש,10,1955,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,4.2,1,יהודים,100,36.1,53.4,10.5,35.2,54.5,10.3,36.9,52.5,10.6,1041.4,30,34,26,59,41,58.9,41.1,59.2,40.8,81.7,18.3,90.3,5.6,2.8,1.2,44.2,2.7,52.6,0.2,0.2,500
תל יוסף,84,1921,2,מחוז הצפון,23,נפת יזרעאל,232,עמק חרוד,,ללא שיוך למטרופולין,330,קיבוץ,8,מועצה אזורית הגלבוע,5,1,יהודים,97.5,23.7,63.8,12.5,24.3,66.1,9.5,23.2,61.6,15.2,625.8,33,33,33,55.5,44.5,60,40,51.7,48.3,83.5,16.5,52.3,30,9.7,8,51.6,8.7,7.3,25.3,7,500
תל קציר,719,1949,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,2.8,1,יהודים,97.4,17.7,69.9,12.4,18.1,69.3,12.6,17.3,70.5,12.2,538.1,29,31,29,45.7,54.3,48,52,43.6,56.4,82.1,17.9,36.6,26.9,36.5,,41.5,12.1,7.2,31.9,7.3,500
תל תאומים,1283,1987,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,370,יישוב קהילתי,7,מועצה אזורית עמק המעיינות,3.7,1,יהודים,100,32.1,67.7,0.2,31.8,67.7,0.5,32.3,67.7,,639,22,23,21,39.3,60.7,35.6,64.4,43.5,56.5,95.7,4.3,34.5,54.3,11.2,,60.4,22.9,13.2,3.3,0.2,500
תלם,3719,1982,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,320,מושב שיתופי,78,מועצה אזורית הר חברון,2,1,יהודים,99,37.7,62.3,,30.6,69.4,,48.7,51.3,,1437.7,18,18,19,52.2,47.8,38.2,61.8,82.1,17.9,93.7,6.3,,69.4,30.6,,62.5,5.2,21.5,6.7,4.1,500
תלמי אליהו,1051,1970,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,2.7,1,יהודים,97.5,24.4,72.6,3.1,24.3,71.2,4.5,24.4,74,1.6,489.4,30,30,31,58.9,41.1,56.6,43.4,61.3,38.7,78.2,21.8,49.2,42.8,3.3,4.7,34.9,11.8,35.6,16.6,1.1,500
"תלמי ביל""ו",2050,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,3.7,1,יהודים,99.4,31.9,59.8,8.3,32.8,59.1,8.1,30.9,60.6,8.5,795.7,31,31,31,58.2,41.8,56.8,43.2,59.6,40.4,83.7,16.3,72.1,16.3,9.9,1.7,43.6,38.9,12.6,4.8,0.2,500
תלמי יוסף,1237,1982,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,2.3,1,יהודים,96.9,25.6,71.7,2.7,28.4,68.8,2.8,22.8,74.5,2.7,493.1,30,31,30,53.2,46.8,56.3,43.7,50.4,49.6,80.4,19.6,,85.2,13,1.7,43,6,25,16.2,9.7,500
תלמי יפה,744,1950,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,,ללא שיוך למטרופולין,320,מושב שיתופי,36,מועצה אזורית חוף אשקלון,4,1,יהודים,98.7,37.6,54.2,8.2,36.2,55,8.8,38.9,53.4,7.6,982.6,29,30,28,63.2,36.8,60.7,39.3,65.7,34.3,80.6,19.4,42.8,33.7,23.5,,43.3,11.2,20.9,20,4.5,500
תעוז,752,1950,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,5,1,יהודים,99.2,33.3,57.7,9,34.1,56.7,9.2,32.5,58.7,8.8,793.3,29,28,30,62.3,37.7,64.6,35.4,60.2,39.8,79.3,20.7,86.8,8.4,2.8,2,41.3,50.5,3.2,3.6,1.4,500
