מפקד האוכלוסין 2008,,חזרה להסברים על הקובץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלשכה המרכזית לסטטיסטיקה,,חזרה לאינדקס משתנים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,תכונות גאוגרפיות ומשתנים דמוגרפיים ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,נהרייה,,4,41,9100,1934,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,5.0,2.5,2.6,,1,יהודים,93.7,,26.5,61.1,12.4,28.6,60.9,10.4,24.5,61.3,14.2,715.7,34.0,33.0,35.0,58.4,41.6,61.0,39.0,56.1,43.9,66.8,33.2,33.2,29.5,31.6,5.7,29.2,7.1,22.3,38.0,3.3
1329,נהרייה,,4,42,9100,1934,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,5.1,2.5,2.5,,1,יהודים,93.3,,29.0,65.0,5.9,29.5,64.4,6.1,28.6,65.7,5.7,616.5,33.0,32.0,33.0,60.5,39.5,60.8,39.2,60.3,39.7,75.6,24.4,33.7,40.7,22.8,2.8,35.0,8.0,28.5,25.9,2.5
1330,נהרייה,,4,43,9100,1934,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",150,"יישוב יהודי 99,999-50,000 תושבים",0,עירייה,,3.6,1.8,1.8,,1,יהודים,89.1,,31.8,60.8,7.4,32.7,61.0,6.3,30.9,60.6,8.5,696.0,32.0,32.0,32.0,65.7,34.3,67.5,32.5,64.1,35.9,70.7,29.3,14.0,32.3,50.9,2.9,33.6,7.7,21.4,34.4,2.9
1331,נוף איילון,,,,1333,1994,4,מחוז המרכז,43,נפת רמלה,431,אזור מודיעין,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",190,"יישוב יהודי 4,999-2,000 תושבים",30,מועצה אזורית גזר,,2.1,1.0,1.1,,1,יהודים,100.0,,53.5,45.7,0.9,53.3,45.8,0.9,53.6,45.5,0.9,1420.9,16.0,16.0,16.0,61.8,38.2,65.0,35.0,59.0,41.0,85.7,14.3,9.2,36.8,38.1,15.8,53.1,4.5,8.5,18.0,16.0
1332,נופית,,,,1284,1987,3,מחוז חיפה,31,נפת חיפה,311,אזור חיפה,222,"מטרופולין חיפה, טבעת פנימית, גזרה מזרחית",190,"יישוב יהודי 4,999-2,000 תושבים",12,מועצה אזורית זבולון,,2.5,1.3,1.2,,1,יהודים,99.0,,39.6,58.2,2.2,41.0,56.4,2.6,38.0,60.1,1.9,841.8,29.0,27.0,30.0,68.3,31.7,68.9,31.1,67.8,32.2,90.0,10.0,35.9,39.8,21.2,3.0,54.5,5.0,8.2,28.7,3.6
1333,נחף,,,,522,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",270,"יישוב לא יהודי 19,999-10,000 תושבים",99,מועצה מקומית,6.1,10.5,5.3,5.2,1722.9,2,מוסלמים,99.7,,46.7,50.2,3.0,46.7,50.4,2.8,46.8,50.0,3.2,1170.4,19.0,19.0,19.0,59.9,40.1,58.7,41.3,61.0,39.0,,,,,,,,,,,
1334,נחף,,,1,522,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",270,"יישוב לא יהודי 19,999-10,000 תושבים",99,מועצה מקומית,,3.5,1.8,1.7,,2,מוסלמים,99.6,,48.5,49.1,2.4,49.5,48.4,2.1,47.4,49.8,2.8,1228.5,18.0,18.0,19.0,57.4,42.6,55.8,44.2,59.0,41.0,,,,,,,,,,,
1335,נחף,,,2,522,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",270,"יישוב לא יהודי 19,999-10,000 תושבים",99,מועצה מקומית,,2.1,1.0,1.0,,2,מוסלמים,99.7,,46.0,50.7,3.3,46.8,50.3,2.9,45.1,51.2,3.7,1139.8,20.0,19.0,20.0,58.1,41.9,59.2,40.8,57.0,43.0,,,,,,,,,,,
1336,נחף,,,3,522,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",270,"יישוב לא יהודי 19,999-10,000 תושבים",99,מועצה מקומית,,2.8,1.5,1.4,,2,מוסלמים,99.9,,45.2,51.7,3.1,45.2,51.4,3.3,45.1,52.0,2.9,1095.4,20.0,20.0,20.0,63.1,36.9,61.6,38.4,64.6,35.4,,,,,,,,,,,
1337,נחף,,,4,522,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",270,"יישוב לא יהודי 19,999-10,000 תושבים",99,מועצה מקומית,,2.1,1.0,1.1,,2,מוסלמים,99.8,,46.8,49.6,3.6,44.1,52.6,3.3,49.6,46.6,3.8,1213.5,19.0,20.0,18.0,61.1,38.9,58.8,41.2,63.6,36.4,,,,,,,,,,,
1338,נס ציונה,,,,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,15.6,36.1,17.9,18.3,2318.1,1,יהודים,97.9,1.6,29.8,61.4,8.8,31.0,61.2,7.8,28.7,61.5,9.8,703.4,32.0,32.0,33.0,59.7,40.3,61.0,39.0,58.6,41.4,79.9,20.1,42.3,29.2,24.3,4.2,43.1,19.3,12.8,22.3,2.5
1339,נס ציונה,,,1,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,4.0,2.0,2.0,,1,יהודים,97.4,,29.7,60.9,9.4,30.2,62.3,7.5,29.1,59.5,11.4,736.9,30.0,29.0,31.0,52.1,47.9,52.9,47.1,51.3,48.7,71.9,28.1,26.4,22.1,46.2,5.3,35.7,20.1,24.8,17.4,2.0
1340,נס ציונה,,,2,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.5,1.7,1.8,,1,יהודים,99.4,,39.3,57.8,2.9,41.8,55.3,2.9,36.9,60.3,2.8,781.2,30.0,29.0,30.0,75.3,24.7,78.7,21.3,72.2,27.8,89.8,10.2,37.7,36.0,23.3,3.0,53.2,14.2,11.8,18.4,2.4
1341,נס ציונה,,,3,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.3,1.6,1.6,,1,יהודים,98.2,,24.9,60.6,14.5,26.2,60.6,13.1,23.6,60.6,15.8,725.8,34.0,33.0,35.0,52.7,47.3,53.3,46.7,52.2,47.8,74.7,25.3,63.3,19.2,13.9,3.6,37.8,31.8,13.7,15.2,1.5
1342,נס ציונה,,,4,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,4.5,2.2,2.3,,1,יהודים,94.8,,23.6,65.5,10.9,25.5,64.2,10.3,21.8,66.7,11.5,595.7,33.0,31.0,34.0,52.1,47.9,54.8,45.2,49.7,50.3,69.1,30.9,28.1,31.9,34.2,5.8,33.2,18.1,16.5,29.9,2.4
1343,נס ציונה,,,5,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.9,1.4,1.4,,1,יהודים,99.4,,39.7,58.5,1.7,39.4,59.0,1.7,40.1,58.1,1.8,809.9,24.0,25.0,24.0,65.8,34.2,64.7,35.3,67.0,33.0,88.0,12.0,27.3,46.6,18.0,8.1,51.9,12.8,8.2,23.1,4.1
1344,נס ציונה,,,6,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.6,1.8,1.8,,1,יהודים,99.8,,39.3,55.2,5.5,40.4,54.6,5.0,38.3,55.8,5.9,890.5,32.0,32.0,32.0,72.1,27.9,74.5,25.5,69.9,30.1,86.2,13.8,34.4,42.3,18.8,4.4,50.2,12.1,9.3,25.8,2.6
1345,נס ציונה,,,7,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,5.7,2.8,2.9,,1,יהודים,97.6,,26.1,63.9,10.0,26.7,64.2,9.2,25.5,63.7,10.8,638.5,33.0,32.0,33.0,54.4,45.6,54.9,45.1,53.9,46.1,78.7,21.3,49.6,31.6,15.7,3.1,40.8,21.5,11.2,24.1,2.4
1346,נס ציונה,,,8+9,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,5.3,2.6,2.7,,1,יהודים,98.0,,24.9,60.4,14.7,26.3,61.5,12.3,23.5,59.5,17.0,739.3,36.0,34.0,37.0,55.8,44.2,57.9,42.1,53.8,46.2,77.2,22.8,60.3,22.2,15.0,2.5,40.4,22.2,9.1,25.5,2.8
1347,נס ציונה,,,11,7200,1883,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.4,1.7,1.7,,1,יהודים,98.2,,28.7,67.0,4.2,29.6,66.6,3.8,27.9,67.5,4.7,533.1,33.0,33.0,32.0,73.0,27.0,71.8,28.2,74.2,25.8,90.3,9.7,42.4,36.8,17.8,3.0,51.6,19.1,9.8,17.2,2.4
1348,נצרת,,,,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,14.1,71.7,35.9,35.7,5079.0,2,מוסלמים,68.4,0.1,38.6,55.4,6.0,39.4,55.1,5.5,37.8,55.8,6.4,931.8,25.0,24.0,25.0,59.7,40.3,59.9,40.1,59.4,40.6,,,,,,,,,,,
1349,נצרת,,1,,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,19.9,10.0,9.9,,2,מוסלמים,78.8,,35.9,57.6,6.6,36.9,57.0,6.1,34.8,58.1,7.0,845.8,26.0,25.0,27.0,60.7,39.3,61.2,38.8,60.2,39.8,,,,,,,,,,,
1350,נצרת,,1,11,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,2.1,1.0,1.1,,3,נוצרים,76.7,,29.3,57.9,12.8,30.5,58.1,11.4,28.1,57.8,14.2,847.2,32.0,31.0,33.0,59.3,40.7,62.2,37.8,56.7,43.3,,,,,,,,,,,
1351,נצרת,,1,12,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,5.8,2.9,2.9,,2,מוסלמים,91.2,,37.2,57.8,5.0,38.8,56.6,4.6,35.7,59.0,5.4,837.6,25.0,24.0,26.0,62.2,37.8,63.3,36.7,61.1,38.9,,,,,,,,,,,
1352,נצרת,,1,13,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,4.9,2.5,2.4,,2,מוסלמים,97.4,,36.7,57.2,6.0,37.7,56.2,6.0,35.7,58.2,6.1,850.8,25.0,25.0,26.0,59.7,40.3,60.0,40.0,59.4,40.6,,,,,,,,,,,
1353,נצרת,,1,14,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,1.2,0.6,0.6,,2,מוסלמים,83.9,,33.7,59.2,7.1,34.1,59.9,6.0,33.4,58.5,8.1,806.4,27.0,26.0,29.0,58.9,41.1,57.3,42.7,60.4,39.6,,,,,,,,,,,
1354,נצרת,,1,15,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,5.9,3.0,2.9,,2,מוסלמים,70.7,,36.7,57.2,6.1,37.1,57.1,5.7,36.2,57.3,6.5,857.6,26.0,25.0,27.0,60.9,39.1,60.6,39.4,61.3,38.7,,,,,,,,,,,
1355,נצרת,,2,,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,7.8,3.8,4.0,,3,נוצרים,60.5,,32.7,58.3,9.0,33.4,58.5,8.1,32.0,58.1,9.9,823.0,28.0,27.0,28.0,56.7,43.3,58.2,41.8,55.4,44.6,,,,,,,,,,,
1356,נצרת,,2,21,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,1.6,0.8,0.8,,2,מוסלמים,69.0,,34.6,56.1,9.2,35.4,56.6,8.0,33.9,55.7,10.4,896.4,26.0,27.0,26.0,55.1,44.9,56.6,43.4,53.7,46.3,,,,,,,,,,,
1357,נצרת,,2,22,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,3.1,1.5,1.6,,3,נוצרים,59.8,,34.3,56.7,9.0,35.5,56.5,8.0,33.2,56.9,9.9,889.6,27.0,27.0,28.0,55.2,44.8,57.7,42.3,52.9,47.1,,,,,,,,,,,
1358,נצרת,,2,23,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,3.1,1.5,1.6,,3,נוצרים,76.7,,30.1,61.0,8.9,30.4,61.4,8.2,29.8,60.6,9.5,728.3,30.0,29.0,30.0,59.0,41.0,59.4,40.6,58.5,41.5,,,,,,,,,,,
1359,נצרת,,3,,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,22.5,11.3,11.2,,2,מוסלמים,62.6,,36.7,57.6,5.7,37.3,57.3,5.4,36.1,57.8,6.1,859.4,25.0,25.0,25.0,61.6,38.4,61.5,38.5,61.7,38.3,,,,,,,,,,,
1360,נצרת,,3,31,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,3.3,1.7,1.6,,2,מוסלמים,80.5,,41.8,53.3,4.8,42.2,53.0,4.8,41.5,53.7,4.9,1039.9,22.0,21.0,22.0,62.4,37.6,61.6,38.4,63.2,36.8,,,,,,,,,,,
1361,נצרת,,3,32,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,5.1,2.6,2.6,,2,מוסלמים,75.6,,40.0,56.1,3.9,40.1,55.9,4.1,40.0,56.3,3.7,931.8,22.0,22.0,22.0,61.0,39.0,59.9,40.1,62.2,37.8,,,,,,,,,,,
1362,נצרת,,3,33,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,2.7,1.4,1.3,,2,מוסלמים,72.8,,36.5,58.8,4.6,37.4,58.0,4.7,35.7,59.7,4.6,796.6,26.0,25.0,27.0,66.2,33.8,65.3,34.7,67.0,33.0,,,,,,,,,,,
1363,נצרת,,3,34,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,4.7,2.4,2.3,,2,מוסלמים,65.5,,33.8,60.4,5.8,34.9,59.2,5.9,32.6,61.6,5.8,746.1,27.0,27.0,27.0,63.7,36.3,63.6,36.4,63.8,36.2,,,,,,,,,,,
1364,נצרת,,3,35,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,6.6,3.2,3.4,,3,נוצרים,62.1,,33.6,58.3,8.0,34.2,58.9,6.8,33.0,57.8,9.2,835.1,28.0,27.0,28.0,58.5,41.5,59.6,40.4,57.5,42.5,,,,,,,,,,,
1365,נצרת,,4,,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,21.6,10.9,10.7,,2,מוסלמים,75.5,,45.3,50.1,4.6,46.0,49.8,4.2,44.6,50.5,5.0,1158.6,20.0,19.0,21.0,57.6,42.4,57.6,42.4,57.6,42.4,,,,,,,,,,,
1366,נצרת,,4,41,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,4.9,2.4,2.5,,3,נוצרים,51.4,,32.6,60.6,6.8,33.3,60.6,6.1,31.9,60.6,7.4,737.4,28.0,28.0,29.0,58.7,41.3,58.1,41.9,59.3,40.7,,,,,,,,,,,
1367,נצרת,,4,42,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,3.2,1.6,1.6,,2,מוסלמים,89.6,,38.6,56.9,4.5,39.7,56.1,4.1,37.4,57.7,4.9,862.6,24.0,24.0,24.0,59.7,40.3,60.5,39.5,58.9,41.1,,,,,,,,,,,
1368,נצרת,,4,43,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,3.2,1.6,1.5,,2,מוסלמים,91.6,,43.4,53.4,3.2,45.0,51.8,3.2,41.7,55.1,3.2,981.7,22.0,20.0,23.0,63.2,36.8,62.3,37.7,64.0,36.0,,,,,,,,,,,
1369,נצרת,,4,44,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,2.2,1.1,1.1,,2,מוסלמים,95.9,,41.3,55.0,3.6,40.8,55.2,4.0,41.9,54.9,3.2,951.9,22.0,23.0,22.0,61.8,38.2,60.6,39.4,63.0,37.0,,,,,,,,,,,
1370,נצרת,,4,45,7300,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,250,"יישוב לא יהודי 99,999-50,000 תושבים",0,עירייה,,8.1,4.2,3.9,,2,מוסלמים,74.6,,57.4,38.4,4.1,57.6,38.8,3.6,57.3,38.0,4.7,1967.8,15.0,15.0,15.0,51.5,48.5,52.6,47.4,50.2,49.8,,,,,,,,,,,
1371,נצרת עילית,,,,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,32.5,41.4,19.8,21.6,1275.5,1,יהודים,73.4,2.0,22.3,61.6,16.2,23.9,62.3,13.8,20.8,60.9,18.3,698.5,38.0,36.0,40.0,54.2,45.8,57.7,42.3,51.0,49.0,35.5,64.5,5.2,26.5,65.0,3.3,10.7,2.5,13.1,70.1,3.6
1372,נצרת עילית,,1,,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,9.2,4.5,4.7,,1,יהודים,71.7,,28.8,62.3,8.9,30.8,62.4,6.8,26.8,62.3,10.9,675.0,33.0,32.0,34.0,59.9,40.1,63.0,37.0,57.1,42.9,40.8,59.2,2.2,14.7,79.6,3.5,13.5,1.9,8.0,73.3,3.3
1373,נצרת עילית,,1,11,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,6.5,3.2,3.3,,1,יהודים,69.5,,30.5,62.1,7.4,32.4,62.1,5.5,28.7,62.0,9.3,683.7,31.0,31.0,32.0,61.8,38.2,64.4,35.6,59.3,40.7,42.6,57.4,2.2,14.7,79.0,4.1,13.7,2.2,7.3,72.8,4.0
1374,נצרת עילית,,1,12,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.7,1.3,1.4,,1,יהודים,77.0,,24.6,62.9,12.5,27.0,62.9,10.0,22.4,62.9,14.7,654.6,37.0,35.0,39.0,55.8,44.2,59.7,40.3,52.3,47.7,36.8,63.2,2.2,14.7,80.8,2.4,13.0,1.4,9.5,74.5,1.6
1375,נצרת עילית,,2,,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,11.3,5.4,5.9,,1,יהודים,61.2,,20.4,57.2,22.4,21.5,58.7,19.7,19.4,55.7,24.9,830.4,41.0,38.0,44.0,52.1,47.9,55.1,44.9,49.5,50.5,31.0,69.0,8.4,24.2,62.0,5.5,10.4,2.5,16.2,67.3,3.6
1376,נצרת עילית,,2,21,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.2,1.5,1.7,,3,נוצרים,44.6,,22.0,61.9,16.1,24.2,61.8,14.0,20.0,62.0,18.1,671.7,35.0,33.0,37.0,54.9,45.1,57.6,42.4,52.5,47.5,,,,,,,,,,,
1377,נצרת עילית,,2,22,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,3.1,1.5,1.7,,1,יהודים,71.0,,16.6,51.2,32.2,17.7,53.0,29.4,15.6,49.6,34.8,1038.9,49.0,46.0,52.0,52.1,47.9,55.5,44.5,49.0,51.0,27.5,72.5,10.5,24.8,60.8,4.0,8.9,2.4,17.9,67.6,3.2
1378,נצרת עילית,,2,23,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.3,1.1,1.2,,1,יהודים,62.2,,21.3,58.9,19.8,21.4,62.2,16.4,21.2,55.8,23.0,824.9,36.0,32.0,42.0,43.6,56.4,45.0,55.0,42.2,57.8,29.7,70.3,6.3,25.0,55.9,12.8,10.2,2.0,15.3,68.1,4.4
1379,נצרת עילית,,2,24,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.6,1.2,1.4,,1,יהודים,77.7,,22.4,57.0,20.7,22.9,58.7,18.4,21.9,55.4,22.7,824.0,42.0,41.0,44.0,56.6,43.4,61.2,38.8,52.6,47.4,35.9,64.1,5.7,23.7,67.5,3.1,12.0,2.5,15.3,67.3,2.9
1380,נצרת עילית,,3,,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,10.8,5.1,5.7,,1,יהודים,79.3,,20.7,64.1,15.2,22.3,64.3,13.3,19.3,63.9,16.8,629.0,40.0,37.0,42.0,54.3,45.7,58.3,41.7,50.8,49.2,34.2,65.8,4.3,22.8,70.7,2.2,9.5,2.7,11.4,73.5,2.9
1381,נצרת עילית,,3,31,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.8,1.4,1.5,,1,יהודים,83.8,,18.2,63.1,18.7,19.3,65.0,15.7,17.2,61.4,21.4,623.9,45.0,43.0,46.0,60.5,39.5,64.5,35.5,57.0,43.0,23.2,76.8,0.3,6.7,91.8,1.3,5.9,0.9,4.0,87.0,2.1
1382,נצרת עילית,,3,32,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.3,1.1,1.2,,1,יהודים,77.9,,22.6,68.8,8.6,22.9,68.4,8.8,22.3,69.2,8.5,522.4,37.0,36.0,38.0,59.7,40.3,62.0,38.0,57.6,42.4,47.8,52.2,8.0,38.9,51.9,1.1,15.0,4.5,15.2,62.7,2.6
1383,נצרת עילית,,3,33,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.8,1.3,1.5,,1,יהודים,78.9,,20.5,65.7,13.8,23.0,65.1,11.9,18.4,66.1,15.5,594.1,39.0,36.0,42.0,48.4,51.6,53.2,46.8,44.4,55.6,30.2,69.8,2.5,23.6,70.2,3.8,7.5,1.9,10.5,76.1,4.0
1384,נצרת עילית,,3,34,1061,1957,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,160,"יישוב יהודי 49,999-20,000 תושבים",0,עירייה,,2.9,1.4,1.6,,1,יהודים,76.6,,21.9,59.9,18.2,24.3,59.7,16.0,19.8,60.1,20.1,766.3,39.0,36.0,41.0,49.6,50.4,53.9,46.1,46.0,54.0,39.1,60.9,9.3,32.4,55.9,2.5,10.8,4.1,17.2,65.1,2.8
